Symbol,Dzieñ,Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,nie,nie
2644.N,D,20031204,156.27,156.27,156.27,156.27,0,0
2644.N,D,20031205,155.25,155.25,155.25,155.25,0,0
2644.N,D,20031208,154.83,154.83,154.83,154.83,0,0
2644.N,D,20031209,157.52,157.52,157.52,157.52,0,0
2644.N,D,20031210,159.34,159.34,159.34,159.34,0,0
2644.N,D,20031211,158.94,158.94,158.94,158.94,0,0
2644.N,D,20031212,160.1,160.1,160.1,160.1,0,0
2644.N,D,20031215,161.77,161.77,161.77,161.77,0,0
2644.N,D,20031216,161.68,161.68,161.68,161.68,0,0
2644.N,D,20031217,161.64,161.64,161.64,161.64,0,0
2644.N,D,20031218,160.57,160.57,160.57,160.57,0,0
2644.N,D,20031219,161.59,161.59,161.59,161.59,0,0
2644.N,D,20031222,161.34,161.34,161.34,161.34,0,0
2644.N,D,20031223,161.47,161.47,161.47,161.47,0,0
2644.N,D,20031224,161.47,161.47,161.47,161.47,0,0
2644.N,D,20031229,162.83,162.83,162.83,162.83,0,0
2644.N,D,20031230,162.35,162.35,162.35,162.35,0,0
2644.N,D,20031231,162.27,162.27,162.27,162.27,0,0
2644.N,D,20040102,161.93,161.93,161.93,161.93,0,0
2644.N,D,20040105,164.95,164.95,164.95,164.95,0,0
2644.N,D,20040106,169.55,169.55,169.55,169.55,0,0
2644.N,D,20040107,168.93,168.93,168.93,168.93,0,0
2644.N,D,20040108,169.02,169.02,169.02,169.02,0,0
2644.N,D,20040109,169.02,169.02,169.02,169.02,0,0
2644.N,D,20040112,168.01,168.01,168.01,168.01,0,0
2644.N,D,20040113,171.27,171.27,171.27,171.27,0,0
2644.N,D,20040114,171.38,171.38,171.38,171.38,0,0
2644.N,D,20040115,168.67,168.67,168.67,168.67,0,0
2644.N,D,20040116,169.64,169.64,169.64,169.64,0,0
2644.N,D,20040119,168.58,168.58,168.58,168.58,0,0
2644.N,D,20040120,169.62,169.62,169.62,169.62,0,0
2644.N,D,20040121,170.55,170.55,170.55,170.55,0,0
2644.N,D,20040122,169.68,169.68,169.68,169.68,0,0
2644.N,D,20040123,171.3,171.3,171.3,171.3,0,0
2644.N,D,20040126,171.71,171.71,171.71,171.71,0,0
2644.N,D,20040127,171.93,171.93,171.93,171.93,0,0
2644.N,D,20040128,171.79,171.79,171.79,171.79,0,0
2644.N,D,20040129,167.7,167.7,167.7,167.7,0,0
2644.N,D,20040130,167.53,167.53,167.53,167.53,0,0
2644.N,D,20040202,169.22,169.22,169.22,169.22,0,0
2644.N,D,20040203,171.21,171.21,171.21,171.21,0,0
2644.N,D,20040204,169.94,169.94,169.94,169.94,0,0
2644.N,D,20040205,170.25,170.25,170.25,170.25,0,0
2644.N,D,20040206,170.82,170.82,170.82,170.82,0,0
2644.N,D,20040209,172.95,172.95,172.95,172.95,0,0
2644.N,D,20040210,176.96,176.96,176.96,176.96,0,0
2644.N,D,20040211,178.76,178.76,178.76,178.76,0,0
2644.N,D,20040212,177.97,177.97,177.97,177.97,0,0
2644.N,D,20040213,179.22,179.22,179.22,179.22,0,0
2644.N,D,20040216,178.39,178.39,178.39,178.39,0,0
2644.N,D,20040217,179.45,179.45,179.45,179.45,0,0
2644.N,D,20040218,179.74,179.74,179.74,179.74,0,0
2644.N,D,20040219,179.69,179.69,179.69,179.69,0,0
2644.N,D,20040220,177.55,177.55,177.55,177.55,0,0
2644.N,D,20040223,178.51,178.51,178.51,178.51,0,0
2644.N,D,20040224,177.05,177.05,177.05,177.05,0,0
2644.N,D,20040225,173.2,173.2,173.2,173.2,0,0
2644.N,D,20040226,173.64,173.64,173.64,173.64,0,0
2644.N,D,20040227,174.41,174.41,174.41,174.41,0,0
2644.N,D,20040301,178.22,178.22,178.22,178.22,0,0
2644.N,D,20040302,182.02,182.02,182.02,182.02,0,0
2644.N,D,20040303,182.27,182.27,182.27,182.27,0,0
2644.N,D,20040304,181.67,181.67,181.67,181.67,0,0
2644.N,D,20040305,181.53,181.53,181.53,181.53,0,0
2644.N,D,20040308,182.63,182.63,182.63,182.63,0,0
2644.N,D,20040309,185.37,185.37,185.37,185.37,0,0
2644.N,D,20040310,182.56,182.56,182.56,182.56,0,0
2644.N,D,20040311,183.15,183.15,183.15,183.15,0,0
2644.N,D,20040312,180.17,180.17,180.17,180.17,0,0
2644.N,D,20040315,181.36,181.36,181.36,181.36,0,0
2644.N,D,20040316,178.64,178.64,178.64,178.64,0,0
2644.N,D,20040317,179.81,179.81,179.81,179.81,0,0
2644.N,D,20040318,181.03,181.03,181.03,181.03,0,0
2644.N,D,20040319,178.85,178.85,178.85,178.85,0,0
2644.N,D,20040322,177.24,177.24,177.24,177.24,0,0
2644.N,D,20040323,176.74,176.74,176.74,176.74,0,0
2644.N,D,20040324,178.65,178.65,178.65,178.65,0,0
2644.N,D,20040325,178.43,178.43,178.43,178.43,0,0
2644.N,D,20040326,180.17,180.17,180.17,180.17,0,0
2644.N,D,20040329,180.28,180.28,180.28,180.28,0,0
2644.N,D,20040330,181.54,181.54,181.54,181.54,0,0
2644.N,D,20040331,182.49,182.49,182.49,182.49,0,0
2644.N,D,20040401,181.29,181.29,181.29,181.29,0,0
2644.N,D,20040402,181.38,181.38,181.38,181.38,0,0
2644.N,D,20040405,184.67,184.67,184.67,184.67,0,0
2644.N,D,20040406,185.54,185.54,185.54,185.54,0,0
2644.N,D,20040407,185.76,185.76,185.76,185.76,0,0
2644.N,D,20040408,185.03,185.03,185.03,185.03,0,0
2644.N,D,20040409,185.03,185.03,185.03,185.03,0,0
2644.N,D,20040413,186.86,186.86,186.86,186.86,0,0
2644.N,D,20040414,190.29,190.29,190.29,190.29,0,0
2644.N,D,20040415,188.26,188.26,188.26,188.26,0,0
2644.N,D,20040416,189.8,189.8,189.8,189.8,0,0
2644.N,D,20040419,188.91,188.91,188.91,188.91,0,0
2644.N,D,20040420,188.12,188.12,188.12,188.12,0,0
2644.N,D,20040421,189.33,189.33,189.33,189.33,0,0
2644.N,D,20040422,190.16,190.16,190.16,190.16,0,0
2644.N,D,20040423,185.94,185.94,185.94,185.94,0,0
2644.N,D,20040426,187.56,187.56,187.56,187.56,0,0
2644.N,D,20040427,188.54,188.54,188.54,188.54,0,0
2644.N,D,20040428,188.09,188.09,188.09,188.09,0,0
2644.N,D,20040429,187.6,187.6,187.6,187.6,0,0
2644.N,D,20040430,184.12,184.12,184.12,184.12,0,0
2644.N,D,20040504,185.29,185.29,185.29,185.29,0,0
2644.N,D,20040505,186.72,186.72,186.72,186.72,0,0
2644.N,D,20040506,184.42,184.42,184.42,184.42,0,0
2644.N,D,20040507,182.76,182.76,182.76,182.76,0,0
2644.N,D,20040510,180.94,180.94,180.94,180.94,0,0
2644.N,D,20040511,175.98,175.98,175.98,175.98,0,0
2644.N,D,20040512,173.41,173.41,173.41,173.41,0,0
2644.N,D,20040513,175.28,175.28,175.28,175.28,0,0
2644.N,D,20040514,173.13,173.13,173.13,173.13,0,0
2644.N,D,20040517,174.29,174.29,174.29,174.29,0,0
2644.N,D,20040518,174.9,174.9,174.9,174.9,0,0
2644.N,D,20040519,176.24,176.24,176.24,176.24,0,0
2644.N,D,20040520,178.1,178.1,178.1,178.1,0,0
2644.N,D,20040521,178.01,178.01,178.01,178.01,0,0
2644.N,D,20040524,178.45,178.45,178.45,178.45,0,0
2644.N,D,20040525,178.19,178.19,178.19,178.19,0,0
2644.N,D,20040526,175.9,175.9,175.9,175.9,0,0
2644.N,D,20040527,178.35,178.35,178.35,178.35,0,0
2644.N,D,20040528,179.15,179.15,179.15,179.15,0,0
2644.N,D,20040531,179.75,179.75,179.75,179.75,0,0
2644.N,D,20040601,180.17,180.17,180.17,180.17,0,0
2644.N,D,20040602,179.85,179.85,179.85,179.85,0,0
2644.N,D,20040603,181.24,181.24,181.24,181.24,0,0
2644.N,D,20040604,180.9,180.9,180.9,180.9,0,0
2644.N,D,20040607,180.02,180.02,180.02,180.02,0,0
2644.N,D,20040608,181.1,181.1,181.1,181.1,0,0
2644.N,D,20040609,181.27,181.27,181.27,181.27,0,0
2644.N,D,20040611,179.87,179.87,179.87,179.87,0,0
2644.N,D,20040614,180.27,180.27,180.27,180.27,0,0
2644.N,D,20040615,178.42,178.42,178.42,178.42,0,0
2644.N,D,20040616,178.9,178.9,178.9,178.9,0,0
2644.N,D,20040617,178.65,178.65,178.65,178.65,0,0
2644.N,D,20040618,177.3,177.3,177.3,177.3,0,0
2644.N,D,20040621,177.76,177.76,177.76,177.76,0,0
2644.N,D,20040622,180.26,180.26,180.26,180.26,0,0
2644.N,D,20040623,179.86,179.86,179.86,179.86,0,0
2644.N,D,20040624,180.99,180.99,180.99,180.99,0,0
2644.N,D,20040625,181.2,181.2,181.2,181.2,0,0
2644.N,D,20040628,182.42,182.42,182.42,182.42,0,0
2644.N,D,20040629,183.44,183.44,183.44,183.44,0,0
2644.N,D,20040630,183.91,183.91,183.91,183.91,0,0
2644.N,D,20040701,183.83,183.83,183.83,183.83,0,0
2644.N,D,20040702,183.43,183.43,183.43,183.43,0,0
2644.N,D,20040705,182.67,182.67,182.67,182.67,0,0
2644.N,D,20040706,182.68,182.68,182.68,182.68,0,0
2644.N,D,20040707,181.87,181.87,181.87,181.87,0,0
2644.N,D,20040708,182.44,182.44,182.44,182.44,0,0
2644.N,D,20040709,183.21,183.21,183.21,183.21,0,0
2644.N,D,20040712,183.23,183.23,183.23,183.23,0,0
2644.N,D,20040713,182.95,182.95,182.95,182.95,0,0
2644.N,D,20040714,181.69,181.69,181.69,181.69,0,0
2644.N,D,20040715,180.65,180.65,180.65,180.65,0,0
2644.N,D,20040716,179.18,179.18,179.18,179.18,0,0
2644.N,D,20040719,181.61,181.61,181.61,181.61,0,0
2644.N,D,20040720,182.29,182.29,182.29,182.29,0,0
2644.N,D,20040721,182.94,182.94,182.94,182.94,0,0
2644.N,D,20040722,184.45,184.45,184.45,184.45,0,0
2644.N,D,20040723,182.97,182.97,182.97,182.97,0,0
2644.N,D,20040726,183.16,183.16,183.16,183.16,0,0
2644.N,D,20040727,183.43,183.43,183.43,183.43,0,0
2644.N,D,20040728,182.86,182.86,182.86,182.86,0,0
2644.N,D,20040729,181.19,181.19,181.19,181.19,0,0
2644.N,D,20040730,181.36,181.36,181.36,181.36,0,0
2644.N,D,20040802,181.51,181.51,181.51,181.51,0,0
2644.N,D,20040803,181.78,181.78,181.78,181.78,0,0
2644.N,D,20040804,182.72,182.72,182.72,182.72,0,0
2644.N,D,20040805,182.81,182.81,182.81,182.81,0,0
2644.N,D,20040806,183.67,183.67,183.67,183.67,0,0
2644.N,D,20040809,181.04,181.04,181.04,181.04,0,0
2644.N,D,20040810,179.32,179.32,179.32,179.32,0,0
2644.N,D,20040811,179.63,179.63,179.63,179.63,0,0
2644.N,D,20040812,177.02,177.02,177.02,177.02,0,0
2644.N,D,20040813,177.62,177.62,177.62,177.62,0,0
2644.N,D,20040816,177.75,177.75,177.75,177.75,0,0
2644.N,D,20040817,177.71,177.71,177.71,177.71,0,0
2644.N,D,20040818,179.3,179.3,179.3,179.3,0,0
2644.N,D,20040819,179.97,179.97,179.97,179.97,0,0
2644.N,D,20040820,180.26,180.26,180.26,180.26,0,0
2644.N,D,20040823,181.11,181.11,181.11,181.11,0,0
2644.N,D,20040824,181.12,181.12,181.12,181.12,0,0
2644.N,D,20040825,183.16,183.16,183.16,183.16,0,0
2644.N,D,20040826,181.34,181.34,181.34,181.34,0,0
2644.N,D,20040827,181.25,181.25,181.25,181.25,0,0
2644.N,D,20040830,182.74,182.74,182.74,182.74,0,0
2644.N,D,20040831,182.55,182.55,182.55,182.55,0,0
2644.N,D,20040901,183.12,183.12,183.12,183.12,0,0
2644.N,D,20040902,183.4,183.4,183.4,183.4,0,0
2644.N,D,20040903,183.78,183.78,183.78,183.78,0,0
2644.N,D,20040906,183.92,183.92,183.92,183.92,0,0
2644.N,D,20040907,184.78,184.78,184.78,184.78,0,0
2644.N,D,20040908,186.92,186.92,186.92,186.92,0,0
2644.N,D,20040909,187.69,187.69,187.69,187.69,0,0
2644.N,D,20040910,186.74,186.74,186.74,186.74,0,0
2644.N,D,20040913,187.87,187.87,187.87,187.87,0,0
2644.N,D,20040914,188.86,188.86,188.86,188.86,0,0
2644.N,D,20040915,188.76,188.76,188.76,188.76,0,0
2644.N,D,20040916,189.25,189.25,189.25,189.25,0,0
2644.N,D,20040917,188.92,188.92,188.92,188.92,0,0
2644.N,D,20040920,189.78,189.78,189.78,189.78,0,0
2644.N,D,20040921,189.27,189.27,189.27,189.27,0,0
2644.N,D,20040922,189.36,189.36,189.36,189.36,0,0
2644.N,D,20040923,188.85,188.85,188.85,188.85,0,0
2644.N,D,20040924,187.91,187.91,187.91,187.91,0,0
2644.N,D,20040927,186.3,186.3,186.3,186.3,0,0
2644.N,D,20040928,187.55,187.55,187.55,187.55,0,0
2644.N,D,20040929,188.62,188.62,188.62,188.62,0,0
2644.N,D,20040930,188.83,188.83,188.83,188.83,0,0
2644.N,D,20041001,189.62,189.62,189.62,189.62,0,0
2644.N,D,20041004,189.18,189.18,189.18,189.18,0,0
2644.N,D,20041005,191.38,191.38,191.38,191.38,0,0
2644.N,D,20041006,191.89,191.89,191.89,191.89,0,0
2644.N,D,20041007,192.03,192.03,192.03,192.03,0,0
2644.N,D,20041008,191.94,191.94,191.94,191.94,0,0
2644.N,D,20041011,189.94,189.94,189.94,189.94,0,0
2644.N,D,20041012,190.09,190.09,190.09,190.09,0,0
2644.N,D,20041013,186.42,186.42,186.42,186.42,0,0
2644.N,D,20041014,186.7,186.7,186.7,186.7,0,0
2644.N,D,20041015,185.33,185.33,185.33,185.33,0,0
2644.N,D,20041018,185.95,185.95,185.95,185.95,0,0
2644.N,D,20041019,184.8,184.8,184.8,184.8,0,0
2644.N,D,20041020,186.89,186.89,186.89,186.89,0,0
2644.N,D,20041021,186.19,186.19,186.19,186.19,0,0
2644.N,D,20041022,186.59,186.59,186.59,186.59,0,0
2644.N,D,20041025,187.01,187.01,187.01,187.01,0,0
2644.N,D,20041026,185.12,185.12,185.12,185.12,0,0
2644.N,D,20041027,185.18,185.18,185.18,185.18,0,0
2644.N,D,20041028,185.79,185.79,185.79,185.79,0,0
2644.N,D,20041029,185.65,185.65,185.65,185.65,0,0
2644.N,D,20041102,187.81,187.81,187.81,187.81,0,0
2644.N,D,20041103,189.89,189.89,189.89,189.89,0,0
2644.N,D,20041104,188.92,188.92,188.92,188.92,0,0
2644.N,D,20041105,188.66,188.66,188.66,188.66,0,0
2644.N,D,20041108,187.54,187.54,187.54,187.54,0,0
2644.N,D,20041109,186.52,186.52,186.52,186.52,0,0
2644.N,D,20041110,188.48,188.48,188.48,188.48,0,0
2644.N,D,20041112,190.16,190.16,190.16,190.16,0,0
2644.N,D,20041115,191.27,191.27,191.27,191.27,0,0
2644.N,D,20041116,189.37,189.37,189.37,189.37,0,0
2644.N,D,20041117,188.68,188.68,188.68,188.68,0,0
2644.N,D,20041118,188.99,188.99,188.99,188.99,0,0
2644.N,D,20041119,189.49,189.49,189.49,189.49,0,0
2644.N,D,20041122,189.4,189.4,189.4,189.4,0,0
2644.N,D,20041123,188.24,188.24,188.24,188.24,0,0
2644.N,D,20041124,186.74,186.74,186.74,186.74,0,0
2644.N,D,20041125,186.31,186.31,186.31,186.31,0,0
2644.N,D,20041126,188.29,188.29,188.29,188.29,0,0
2644.N,D,20041129,188.73,188.73,188.73,188.73,0,0
2644.N,D,20041130,188.49,188.49,188.49,188.49,0,0
2644.N,D,20041201,189.18,189.18,189.18,189.18,0,0
2644.N,D,20041202,190.63,190.63,190.63,190.63,0,0
2644.N,D,20041203,193.4,193.4,193.4,193.4,0,0
2644.N,D,20041206,193.14,193.14,193.14,193.14,0,0
2644.N,D,20041207,192.27,192.27,192.27,192.27,0,0
2644.N,D,20041208,192.75,192.75,192.75,192.75,0,0
2644.N,D,20041209,191.46,191.46,191.46,191.46,0,0
2644.N,D,20041210,189.83,189.83,189.83,189.83,0,0
2644.N,D,20041213,189.52,189.52,189.52,189.52,0,0
2644.N,D,20041214,189.87,189.87,189.87,189.87,0,0
2644.N,D,20041215,189.44,189.44,189.44,189.44,0,0
2644.N,D,20041216,190.62,190.62,190.62,190.62,0,0
2644.N,D,20041217,192.67,192.67,192.67,192.67,0,0
2644.N,D,20041220,193.06,193.06,193.06,193.06,0,0
2644.N,D,20041221,194.39,194.39,194.39,194.39,0,0
2644.N,D,20041222,193.43,193.43,193.43,193.43,0,0
2644.N,D,20041223,192.65,192.65,192.65,192.65,0,0
2644.N,D,20041224,191.74,191.74,191.74,191.74,0,0
2644.N,D,20041227,192.22,192.22,192.22,192.22,0,0
2644.N,D,20041228,192.41,192.41,192.41,192.41,0,0
2644.N,D,20041229,191.69,191.69,191.69,191.69,0,0
2644.N,D,20041230,193.98,193.98,193.98,193.98,0,0
2644.N,D,20041231,194.46,194.46,194.46,194.46,0,0
2644.N,D,20050103,195.61,195.61,195.61,195.61,0,0
2644.N,D,20050104,194.52,194.52,194.52,194.52,0,0
2644.N,D,20050105,191.19,191.19,191.19,191.19,0,0
2644.N,D,20050106,190.4,190.4,190.4,190.4,0,0
2644.N,D,20050107,190.49,190.49,190.49,190.49,0,0
2644.N,D,20050110,189.22,189.22,189.22,189.22,0,0
2644.N,D,20050111,188.57,188.57,188.57,188.57,0,0
2644.N,D,20050112,188.77,188.77,188.77,188.77,0,0
2644.N,D,20050113,189.26,189.26,189.26,189.26,0,0
2644.N,D,20050114,188.92,188.92,188.92,188.92,0,0
2644.N,D,20050117,188.82,188.82,188.82,188.82,0,0
2644.N,D,20050118,185.72,185.72,185.72,185.72,0,0
2644.N,D,20050119,186.05,186.05,186.05,186.05,0,0
2644.N,D,20050120,185.68,185.68,185.68,185.68,0,0
2644.N,D,20050121,184.85,184.85,184.85,184.85,0,0
2644.N,D,20050124,184.87,184.87,184.87,184.87,0,0
2644.N,D,20050125,185.84,185.84,185.84,185.84,0,0
2644.N,D,20050126,186.53,186.53,186.53,186.53,0,0
2644.N,D,20050127,187.25,187.25,187.25,187.25,0,0
2644.N,D,20050128,188,188,188,188,0,0
2644.N,D,20050131,189.51,189.51,189.51,189.51,0,0
2644.N,D,20050201,191.5,191.5,191.5,191.5,0,0
2644.N,D,20050202,190.77,190.77,190.77,190.77,0,0
2644.N,D,20050203,190.97,190.97,190.97,190.97,0,0
2644.N,D,20050204,193,193,193,193,0,0
2644.N,D,20050207,195.02,195.02,195.02,195.02,0,0
2644.N,D,20050208,194.95,194.95,194.95,194.95,0,0
2644.N,D,20050209,193.86,193.86,193.86,193.86,0,0
2644.N,D,20050210,194.72,194.72,194.72,194.72,0,0
2644.N,D,20050211,194.36,194.36,194.36,194.36,0,0
2644.N,D,20050214,193.94,193.94,193.94,193.94,0,0
2644.N,D,20050215,195.1,195.1,195.1,195.1,0,0
2644.N,D,20050216,198.69,198.69,198.69,198.69,0,0
2644.N,D,20050217,200.13,200.13,200.13,200.13,0,0
2644.N,D,20050218,199.95,199.95,199.95,199.95,0,0
2644.N,D,20050221,201.53,201.53,201.53,201.53,0,0
2644.N,D,20050222,200.28,200.28,200.28,200.28,0,0
2644.N,D,20050223,199.59,199.59,199.59,199.59,0,0
2644.N,D,20050224,201.82,201.82,201.82,201.82,0,0
2644.N,D,20050225,204.96,204.96,204.96,204.96,0,0
2644.N,D,20050228,203.52,203.52,203.52,203.52,0,0
2644.N,D,20050301,203.31,203.31,203.31,203.31,0,0
2644.N,D,20050302,197.77,197.77,197.77,197.77,0,0
2644.N,D,20050303,198.58,198.58,198.58,198.58,0,0
2644.N,D,20050304,199.88,199.88,199.88,199.88,0,0
2644.N,D,20050307,200.87,200.87,200.87,200.87,0,0
2644.N,D,20050308,200.24,200.24,200.24,200.24,0,0
2644.N,D,20050309,202.48,202.48,202.48,202.48,0,0
2644.N,D,20050310,200.64,200.64,200.64,200.64,0,0
2644.N,D,20050311,198.07,198.07,198.07,198.07,0,0
2644.N,D,20050314,195.91,195.91,195.91,195.91,0,0
2644.N,D,20050315,195.8,195.8,195.8,195.8,0,0
2644.N,D,20050316,191.99,191.99,191.99,191.99,0,0
2644.N,D,20050317,190.49,190.49,190.49,190.49,0,0
2644.N,D,20050318,192.33,192.33,192.33,192.33,0,0
2644.N,D,20050321,189.32,189.32,189.32,189.32,0,0
2644.N,D,20050322,192.15,192.15,192.15,192.15,0,0
2644.N,D,20050323,192.1,192.1,192.1,192.1,0,0
2644.N,D,20050324,192.98,192.98,192.98,192.98,0,0
2644.N,D,20050329,192.8,192.8,192.8,192.8,0,0
2644.N,D,20050330,193.39,193.39,193.39,193.39,0,0
2644.N,D,20050331,195,195,195,195,0,0
2644.N,D,20050401,194.39,194.39,194.39,194.39,0,0
2644.N,D,20050404,194.29,194.29,194.29,194.29,0,0
2644.N,D,20050405,196.04,196.04,196.04,196.04,0,0
2644.N,D,20050406,197.15,197.15,197.15,197.15,0,0
2644.N,D,20050407,195.4,195.4,195.4,195.4,0,0
2644.N,D,20050411,195.53,195.53,195.53,195.53,0,0
2644.N,D,20050412,195.73,195.73,195.73,195.73,0,0
2644.N,D,20050413,195.63,195.63,195.63,195.63,0,0
2644.N,D,20050414,193.84,193.84,193.84,193.84,0,0
2644.N,D,20050415,193,193,193,193,0,0
2644.N,D,20050418,189.62,189.62,189.62,189.62,0,0
2644.N,D,20050419,189.46,189.46,189.46,189.46,0,0
2644.N,D,20050420,188.12,188.12,188.12,188.12,0,0
2644.N,D,20050421,189.42,189.42,189.42,189.42,0,0
2644.N,D,20050422,190.58,190.58,190.58,190.58,0,0
2644.N,D,20050425,190.4,190.4,190.4,190.4,0,0
2644.N,D,20050426,188.33,188.33,188.33,188.33,0,0
2644.N,D,20050427,186.31,186.31,186.31,186.31,0,0
2644.N,D,20050428,185.2,185.2,185.2,185.2,0,0
2644.N,D,20050429,185.48,185.48,185.48,185.48,0,0
2644.N,D,20050502,185.65,185.65,185.65,185.65,0,0
2644.N,D,20050504,185.45,185.45,185.45,185.45,0,0
2644.N,D,20050505,186.3,186.3,186.3,186.3,0,0
2644.N,D,20050506,186.32,186.32,186.32,186.32,0,0
2644.N,D,20050509,186.83,186.83,186.83,186.83,0,0
2644.N,D,20050510,184.44,184.44,184.44,184.44,0,0
2644.N,D,20050511,185.05,185.05,185.05,185.05,0,0
2644.N,D,20050512,185.91,185.91,185.91,185.91,0,0
2644.N,D,20050513,184.77,184.77,184.77,184.77,0,0
2644.N,D,20050516,184.32,184.32,184.32,184.32,0,0
2644.N,D,20050517,185.25,185.25,185.25,185.25,0,0
2644.N,D,20050518,187.01,187.01,187.01,187.01,0,0
2644.N,D,20050519,188.22,188.22,188.22,188.22,0,0
2644.N,D,20050520,188.9,188.9,188.9,188.9,0,0
2644.N,D,20050523,188.56,188.56,188.56,188.56,0,0
2644.N,D,20050524,188.14,188.14,188.14,188.14,0,0
2644.N,D,20050525,188.29,188.29,188.29,188.29,0,0
2644.N,D,20050527,191.03,191.03,191.03,191.03,0,0
2644.N,D,20050530,191.12,191.12,191.12,191.12,0,0
2644.N,D,20050531,191.19,191.19,191.19,191.19,0,0
2644.N,D,20050601,189.9,189.9,189.9,189.9,0,0
2644.N,D,20050602,191.69,191.69,191.69,191.69,0,0
2644.N,D,20050603,193.28,193.28,193.28,193.28,0,0
2644.N,D,20050606,195.33,195.33,195.33,195.33,0,0
2644.N,D,20050607,195.9,195.9,195.9,195.9,0,0
2644.N,D,20050608,195.91,195.91,195.91,195.91,0,0
2644.N,D,20050609,196.66,196.66,196.66,196.66,0,0
2644.N,D,20050610,197.26,197.26,197.26,197.26,0,0
2644.N,D,20050613,197.65,197.65,197.65,197.65,0,0
2644.N,D,20050614,196.15,196.15,196.15,196.15,0,0
2644.N,D,20050615,198.06,198.06,198.06,198.06,0,0
2644.N,D,20050616,198.05,198.05,198.05,198.05,0,0
2644.N,D,20050617,199.05,199.05,199.05,199.05,0,0
2644.N,D,20050620,199.63,199.63,199.63,199.63,0,0
2644.N,D,20050621,199.97,199.97,199.97,199.97,0,0
2644.N,D,20050622,201.89,201.89,201.89,201.89,0,0
2644.N,D,20050623,201.43,201.43,201.43,201.43,0,0
2644.N,D,20050624,199.99,199.99,199.99,199.99,0,0
2644.N,D,20050627,198.78,198.78,198.78,198.78,0,0
2644.N,D,20050628,200.04,200.04,200.04,200.04,0,0
2644.N,D,20050629,199.77,199.77,199.77,199.77,0,0
2644.N,D,20050630,201.26,201.26,201.26,201.26,0,0
2644.N,D,20050701,202.64,202.64,202.64,202.64,0,0
2644.N,D,20050704,204.14,204.14,204.14,204.14,0,0
2644.N,D,20050705,203.29,203.29,203.29,203.29,0,0
2644.N,D,20050706,204.38,204.38,204.38,204.38,0,0
2644.N,D,20050707,202.47,202.47,202.47,202.47,0,0
2644.N,D,20050708,204.68,204.68,204.68,204.68,0,0
2644.N,D,20050711,204.41,204.41,204.41,204.41,0,0
2644.N,D,20050712,206.29,206.29,206.29,206.29,0,0
2644.N,D,20050713,207.71,207.71,207.71,207.71,0,0
2644.N,D,20050714,207.64,207.64,207.64,207.64,0,0
2644.N,D,20050715,207.08,207.08,207.08,207.08,0,0
2644.N,D,20050718,205.86,205.86,205.86,205.86,0,0
2644.N,D,20050719,206.26,206.26,206.26,206.26,0,0
2644.N,D,20050720,207.53,207.53,207.53,207.53,0,0
2644.N,D,20050721,206.76,206.76,206.76,206.76,0,0
2644.N,D,20050722,205.06,205.06,205.06,205.06,0,0
2644.N,D,20050725,207.21,207.21,207.21,207.21,0,0
2644.N,D,20050726,208.83,208.83,208.83,208.83,0,0
2644.N,D,20050727,210.46,210.46,210.46,210.46,0,0
2644.N,D,20050728,213.12,213.12,213.12,213.12,0,0
2644.N,D,20050729,214.69,214.69,214.69,214.69,0,0
2644.N,D,20050801,216.14,216.14,216.14,216.14,0,0
2644.N,D,20050802,220.17,220.17,220.17,220.17,0,0
2644.N,D,20050803,217.92,217.92,217.92,217.92,0,0
2644.N,D,20050804,218.2,218.2,218.2,218.2,0,0
2644.N,D,20050805,217.97,217.97,217.97,217.97,0,0
2644.N,D,20050808,220.02,220.02,220.02,220.02,0,0
2644.N,D,20050809,219.69,219.69,219.69,219.69,0,0
2644.N,D,20050810,217.91,217.91,217.91,217.91,0,0
2644.N,D,20050811,217.25,217.25,217.25,217.25,0,0
2644.N,D,20050812,216.15,216.15,216.15,216.15,0,0
2644.N,D,20050816,218.2,218.2,218.2,218.2,0,0
2644.N,D,20050817,217.14,217.14,217.14,217.14,0,0
2644.N,D,20050818,215.39,215.39,215.39,215.39,0,0
2644.N,D,20050819,215.37,215.37,215.37,215.37,0,0
2644.N,D,20050822,216.27,216.27,216.27,216.27,0,0
2644.N,D,20050823,216.01,216.01,216.01,216.01,0,0
2644.N,D,20050824,216.03,216.03,216.03,216.03,0,0
2644.N,D,20050825,215.53,215.53,215.53,215.53,0,0
2644.N,D,20050826,216.88,216.88,216.88,216.88,0,0
2644.N,D,20050829,217.82,217.82,217.82,217.82,0,0
2644.N,D,20050830,219.29,219.29,219.29,219.29,0,0
2644.N,D,20050831,219.77,219.77,219.77,219.77,0,0
2644.N,D,20050901,222.6,222.6,222.6,222.6,0,0
2644.N,D,20050902,223.17,223.17,223.17,223.17,0,0
2644.N,D,20050905,221.27,221.27,221.27,221.27,0,0
2644.N,D,20050906,222.53,222.53,222.53,222.53,0,0
2644.N,D,20050907,222.65,222.65,222.65,222.65,0,0
2644.N,D,20050908,221.65,221.65,221.65,221.65,0,0
2644.N,D,20050909,224.06,224.06,224.06,224.06,0,0
2644.N,D,20050912,225.77,225.77,225.77,225.77,0,0
2644.N,D,20050913,225.93,225.93,225.93,225.93,0,0
2644.N,D,20050914,226.25,226.25,226.25,226.25,0,0
