Symbol,Dzieñ,Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,nie,nie
2644.N,D,20071112,371.01,371.01,371.01,371.01,0,0
2644.N,D,20071113,375.57,375.57,375.57,375.57,0,0
2644.N,D,20071114,372.62,372.62,372.62,372.62,0,0
2644.N,D,20071115,361.61,361.61,361.61,361.61,0,0
2644.N,D,20071116,361.17,361.17,361.17,361.17,0,0
2644.N,D,20071119,360.79,360.79,360.79,360.79,0,0
2644.N,D,20071120,362.21,362.21,362.21,362.21,0,0
2644.N,D,20071121,353.86,353.86,353.86,353.86,0,0
2644.N,D,20071122,360.5,360.5,360.5,360.5,0,0
2644.N,D,20071123,365.58,365.58,365.58,365.58,0,0
2644.N,D,20071126,361.56,361.56,361.56,361.56,0,0
2644.N,D,20071127,358.62,358.62,358.62,358.62,0,0
2644.N,D,20071128,365.29,365.29,365.29,365.29,0,0
2644.N,D,20071129,367.46,367.46,367.46,367.46,0,0
2644.N,D,20071130,368.91,368.91,368.91,368.91,0,0
2644.N,D,20071203,366.19,366.19,366.19,366.19,0,0
2644.N,D,20071204,364.62,364.62,364.62,364.62,0,0
2644.N,D,20071205,372.16,372.16,372.16,372.16,0,0
2644.N,D,20071206,372.59,372.59,372.59,372.59,0,0
2644.N,D,20071207,375.1,375.1,375.1,375.1,0,0
2644.N,D,20071210,376.02,376.02,376.02,376.02,0,0
2644.N,D,20071211,374.99,374.99,374.99,374.99,0,0
2644.N,D,20071212,376.44,376.44,376.44,376.44,0,0
2644.N,D,20071213,370.28,370.28,370.28,370.28,0,0
2644.N,D,20071214,366.1,366.1,366.1,366.1,0,0
2644.N,D,20071217,357.24,357.24,357.24,357.24,0,0
2644.N,D,20071218,357.28,357.28,357.28,357.28,0,0
2644.N,D,20071219,355.36,355.36,355.36,355.36,0,0
2644.N,D,20071220,357.52,357.52,357.52,357.52,0,0
2644.N,D,20071221,360.37,360.37,360.37,360.37,0,0
2644.N,D,20071227,364.47,364.47,364.47,364.47,0,0
2644.N,D,20071228,359.2,359.2,359.2,359.2,0,0
2644.N,D,20080102,358.02,358.02,358.02,358.02,0,0
2644.N,D,20080103,355.25,355.25,355.25,355.25,0,0
2644.N,D,20080104,351.22,351.22,351.22,351.22,0,0
2644.N,D,20080107,344.16,344.16,344.16,344.16,0,0
2644.N,D,20080108,345.73,345.73,345.73,345.73,0,0
2644.N,D,20080109,337.28,337.28,337.28,337.28,0,0
2644.N,D,20080110,329.16,329.16,329.16,329.16,0,0
2644.N,D,20080111,323.46,323.46,323.46,323.46,0,0
2644.N,D,20080114,319.41,319.41,319.41,319.41,0,0
2644.N,D,20080115,308.69,308.69,308.69,308.69,0,0
2644.N,D,20080116,300.52,300.52,300.52,300.52,0,0
2644.N,D,20080117,302.51,302.51,302.51,302.51,0,0
2644.N,D,20080118,306.22,306.22,306.22,306.22,0,0
2644.N,D,20080121,290.72,290.72,290.72,290.72,0,0
2644.N,D,20080122,294.76,294.76,294.76,294.76,0,0
2644.N,D,20080123,295.68,295.68,295.68,295.68,0,0
2644.N,D,20080124,308.45,308.45,308.45,308.45,0,0
2644.N,D,20080125,309.41,309.41,309.41,309.41,0,0
2644.N,D,20080128,303.78,303.78,303.78,303.78,0,0
2644.N,D,20080129,312.71,312.71,312.71,312.71,0,0
2644.N,D,20080130,314.44,314.44,314.44,314.44,0,0
2644.N,D,20080131,310.46,310.46,310.46,310.46,0,0
2644.N,D,20080201,318.5,318.5,318.5,318.5,0,0
2644.N,D,20080204,320.54,320.54,320.54,320.54,0,0
2644.N,D,20080205,310.11,310.11,310.11,310.11,0,0
2644.N,D,20080206,310.27,310.27,310.27,310.27,0,0
2644.N,D,20080207,306.74,306.74,306.74,306.74,0,0
2644.N,D,20080208,309.04,309.04,309.04,309.04,0,0
2644.N,D,20080211,311.26,311.26,311.26,311.26,0,0
2644.N,D,20080212,320.44,320.44,320.44,320.44,0,0
2644.N,D,20080213,323.25,323.25,323.25,323.25,0,0
2644.N,D,20080214,324.98,324.98,324.98,324.98,0,0
2644.N,D,20080215,321.38,321.38,321.38,321.38,0,0
2644.N,D,20080218,327.08,327.08,327.08,327.08,0,0
2644.N,D,20080219,326.51,326.51,326.51,326.51,0,0
2644.N,D,20080220,323.98,323.98,323.98,323.98,0,0
2644.N,D,20080221,324.4,324.4,324.4,324.4,0,0
2644.N,D,20080222,322.14,322.14,322.14,322.14,0,0
2644.N,D,20080225,321.72,321.72,321.72,321.72,0,0
2644.N,D,20080226,320.51,320.51,320.51,320.51,0,0
2644.N,D,20080227,317.83,317.83,317.83,317.83,0,0
2644.N,D,20080228,315.29,315.29,315.29,315.29,0,0
2644.N,D,20080229,309.86,309.86,309.86,309.86,0,0
2644.N,D,20080303,302.38,302.38,302.38,302.38,0,0
2644.N,D,20080304,297.83,297.83,297.83,297.83,0,0
2644.N,D,20080305,302.6,302.6,302.6,302.6,0,0
2644.N,D,20080306,299.73,299.73,299.73,299.73,0,0
2644.N,D,20080307,296.39,296.39,296.39,296.39,0,0
2644.N,D,20080310,299.91,299.91,299.91,299.91,0,0
2644.N,D,20080311,305.48,305.48,305.48,305.48,0,0
2644.N,D,20080312,308.18,308.18,308.18,308.18,0,0
2644.N,D,20080313,301.11,301.11,301.11,301.11,0,0
2644.N,D,20080314,300.02,300.02,300.02,300.02,0,0
2644.N,D,20080317,292.85,292.85,292.85,292.85,0,0
2644.N,D,20080318,300.36,300.36,300.36,300.36,0,0
2644.N,D,20080319,302.5,302.5,302.5,302.5,0,0
2644.N,D,20080320,298.28,298.28,298.28,298.28,0,0
2644.N,D,20080325,306.39,306.39,306.39,306.39,0,0
2644.N,D,20080326,307.67,307.67,307.67,307.67,0,0
2644.N,D,20080327,310.27,310.27,310.27,310.27,0,0
2644.N,D,20080328,310.44,310.44,310.44,310.44,0,0
2644.N,D,20080331,310.95,310.95,310.95,310.95,0,0
2644.N,D,20080401,316.49,316.49,316.49,316.49,0,0
2644.N,D,20080402,316.83,316.83,316.83,316.83,0,0
2644.N,D,20080403,312.84,312.84,312.84,312.84,0,0
2644.N,D,20080404,314.79,314.79,314.79,314.79,0,0
2644.N,D,20080407,316.43,316.43,316.43,316.43,0,0
2644.N,D,20080408,312.37,312.37,312.37,312.37,0,0
2644.N,D,20080409,313.83,313.83,313.83,313.83,0,0
2644.N,D,20080410,310.96,310.96,310.96,310.96,0,0
2644.N,D,20080411,305.39,305.39,305.39,305.39,0,0
2644.N,D,20080414,301.22,301.22,301.22,301.22,0,0
2644.N,D,20080415,302.3,302.3,302.3,302.3,0,0
2644.N,D,20080416,302.86,302.86,302.86,302.86,0,0
2644.N,D,20080417,303.45,303.45,303.45,303.45,0,0
2644.N,D,20080418,307.14,307.14,307.14,307.14,0,0
2644.N,D,20080421,303.51,303.51,303.51,303.51,0,0
2644.N,D,20080422,299.03,299.03,299.03,299.03,0,0
2644.N,D,20080423,294.08,294.08,294.08,294.08,0,0
2644.N,D,20080424,296.85,296.85,296.85,296.85,0,0
2644.N,D,20080425,299.08,299.08,299.08,299.08,0,0
2644.N,D,20080428,302.44,302.44,302.44,302.44,0,0
2644.N,D,20080429,299.17,299.17,299.17,299.17,0,0
2644.N,D,20080430,303.3,303.3,303.3,303.3,0,0
2644.N,D,20080505,306.83,306.83,306.83,306.83,0,0
2644.N,D,20080506,307.5,307.5,307.5,307.5,0,0
2644.N,D,20080507,311.69,311.69,311.69,311.69,0,0
2644.N,D,20080508,308.54,308.54,308.54,308.54,0,0
2644.N,D,20080509,307.33,307.33,307.33,307.33,0,0
2644.N,D,20080512,309.52,309.52,309.52,309.52,0,0
2644.N,D,20080513,309.68,309.68,309.68,309.68,0,0
2644.N,D,20080514,311.68,311.68,311.68,311.68,0,0
2644.N,D,20080515,308.62,308.62,308.62,308.62,0,0
2644.N,D,20080516,307.95,307.95,307.95,307.95,0,0
2644.N,D,20080519,306.2,306.2,306.2,306.2,0,0
2644.N,D,20080520,301.13,301.13,301.13,301.13,0,0
2644.N,D,20080521,298.63,298.63,298.63,298.63,0,0
2644.N,D,20080523,294.74,294.74,294.74,294.74,0,0
2644.N,D,20080526,295.21,295.21,295.21,295.21,0,0
2644.N,D,20080527,296.24,296.24,296.24,296.24,0,0
2644.N,D,20080528,298.02,298.02,298.02,298.02,0,0
2644.N,D,20080529,295.87,295.87,295.87,295.87,0,0
2644.N,D,20080530,297.27,297.27,297.27,297.27,0,0
2644.N,D,20080602,295.32,295.32,295.32,295.32,0,0
2644.N,D,20080603,296.69,296.69,296.69,296.69,0,0
2644.N,D,20080604,293.08,293.08,293.08,293.08,0,0
2644.N,D,20080605,294.91,294.91,294.91,294.91,0,0
2644.N,D,20080606,293.31,293.31,293.31,293.31,0,0
2644.N,D,20080609,288.44,288.44,288.44,288.44,0,0
2644.N,D,20080610,281.14,281.14,281.14,281.14,0,0
2644.N,D,20080611,275.13,275.13,275.13,275.13,0,0
2644.N,D,20080612,278.03,278.03,278.03,278.03,0,0
2644.N,D,20080613,277.57,277.57,277.57,277.57,0,0
2644.N,D,20080616,274.99,274.99,274.99,274.99,0,0
2644.N,D,20080617,275.61,275.61,275.61,275.61,0,0
2644.N,D,20080618,271.81,271.81,271.81,271.81,0,0
2644.N,D,20080619,273.66,273.66,273.66,273.66,0,0
2644.N,D,20080620,272.19,272.19,272.19,272.19,0,0
2644.N,D,20080623,266.89,266.89,266.89,266.89,0,0
2644.N,D,20080624,265.26,265.26,265.26,265.26,0,0
2644.N,D,20080625,267.76,267.76,267.76,267.76,0,0
2644.N,D,20080626,266.71,266.71,266.71,266.71,0,0
2644.N,D,20080627,261.32,261.32,261.32,261.32,0,0
2644.N,D,20080630,259.18,259.18,259.18,259.18,0,0
2644.N,D,20080701,253.22,253.22,253.22,253.22,0,0
2644.N,D,20080702,251.92,251.92,251.92,251.92,0,0
2644.N,D,20080703,251.15,251.15,251.15,251.15,0,0
2644.N,D,20080704,248.11,248.11,248.11,248.11,0,0
2644.N,D,20080707,247.51,247.51,247.51,247.51,0,0
2644.N,D,20080708,245.89,245.89,245.89,245.89,0,0
2644.N,D,20080709,248.77,248.77,248.77,248.77,0,0
2644.N,D,20080710,243.83,243.83,243.83,243.83,0,0
2644.N,D,20080711,238.98,238.98,238.98,238.98,0,0
2644.N,D,20080714,237.79,237.79,237.79,237.79,0,0
2644.N,D,20080715,230.68,230.68,230.68,230.68,0,0
2644.N,D,20080716,228.13,228.13,228.13,228.13,0,0
2644.N,D,20080717,234.59,234.59,234.59,234.59,0,0
2644.N,D,20080718,235.82,235.82,235.82,235.82,0,0
2644.N,D,20080721,240.26,240.26,240.26,240.26,0,0
2644.N,D,20080722,240.84,240.84,240.84,240.84,0,0
2644.N,D,20080723,248.59,248.59,248.59,248.59,0,0
2644.N,D,20080724,247.18,247.18,247.18,247.18,0,0
2644.N,D,20080725,247.83,247.83,247.83,247.83,0,0
2644.N,D,20080728,248.39,248.39,248.39,248.39,0,0
2644.N,D,20080729,249.43,249.43,249.43,249.43,0,0
2644.N,D,20080730,256.8,256.8,256.8,256.8,0,0
2644.N,D,20080731,256.31,256.31,256.31,256.31,0,0
2644.N,D,20080801,253.95,253.95,253.95,253.95,0,0
2644.N,D,20080804,252.68,252.68,252.68,252.68,0,0
2644.N,D,20080805,255.63,255.63,255.63,255.63,0,0
2644.N,D,20080806,252.68,252.68,252.68,252.68,0,0
2644.N,D,20080807,251.29,251.29,251.29,251.29,0,0
2644.N,D,20080808,249.72,249.72,249.72,249.72,0,0
2644.N,D,20080811,252.62,252.62,252.62,252.62,0,0
2644.N,D,20080812,255.51,255.51,255.51,255.51,0,0
2644.N,D,20080813,253.41,253.41,253.41,253.41,0,0
2644.N,D,20080814,253.01,253.01,253.01,253.01,0,0
2644.N,D,20080818,251.92,251.92,251.92,251.92,0,0
2644.N,D,20080819,246.67,246.67,246.67,246.67,0,0
2644.N,D,20080820,246.69,246.69,246.69,246.69,0,0
2644.N,D,20080821,247.09,247.09,247.09,247.09,0,0
2644.N,D,20080822,249.15,249.15,249.15,249.15,0,0
2644.N,D,20080825,248.93,248.93,248.93,248.93,0,0
2644.N,D,20080826,246.31,246.31,246.31,246.31,0,0
2644.N,D,20080827,245.15,245.15,245.15,245.15,0,0
2644.N,D,20080828,247.63,247.63,247.63,247.63,0,0
2644.N,D,20080829,249.33,249.33,249.33,249.33,0,0
2644.N,D,20080901,250.1,250.1,250.1,250.1,0,0
2644.N,D,20080902,256.54,256.54,256.54,256.54,0,0
2644.N,D,20080903,255.74,255.74,255.74,255.74,0,0
2644.N,D,20080904,256.76,256.76,256.76,256.76,0,0
2644.N,D,20080905,249.09,249.09,249.09,249.09,0,0
2644.N,D,20080908,253.52,253.52,253.52,253.52,0,0
2644.N,D,20080909,251.07,251.07,251.07,251.07,0,0
2644.N,D,20080910,247.61,247.61,247.61,247.61,0,0
2644.N,D,20080911,244.86,244.86,244.86,244.86,0,0
2644.N,D,20080912,244.38,244.38,244.38,244.38,0,0
2644.N,D,20080915,236.75,236.75,236.75,236.75,0,0
2644.N,D,20080916,230.75,230.75,230.75,230.75,0,0
2644.N,D,20080917,229.7,229.7,229.7,229.7,0,0
2644.N,D,20080918,229.74,229.74,229.74,229.74,0,0
2644.N,D,20080919,239.09,239.09,239.09,239.09,0,0
2644.N,D,20080922,237.65,237.65,237.65,237.65,0,0
2644.N,D,20080923,234.25,234.25,234.25,234.25,0,0
2644.N,D,20080924,234.44,234.44,234.44,234.44,0,0
2644.N,D,20080925,239.32,239.32,239.32,239.32,0,0
2644.N,D,20080926,240.17,240.17,240.17,240.17,0,0
2644.N,D,20080929,231.19,231.19,231.19,231.19,0,0
2644.N,D,20080930,234.81,234.81,234.81,234.81,0,0
2644.N,D,20081001,237.26,237.26,237.26,237.26,0,0
2644.N,D,20081002,233.71,233.71,233.71,233.71,0,0
2644.N,D,20081003,231.86,231.86,231.86,231.86,0,0
2644.N,D,20081006,221.21,221.21,221.21,221.21,0,0
2644.N,D,20081007,219.12,219.12,219.12,219.12,0,0
2644.N,D,20081008,216.17,216.17,216.17,216.17,0,0
2644.N,D,20081009,216.27,216.27,216.27,216.27,0,0
2644.N,D,20081010,200.99,200.99,200.99,200.99,0,0
2644.N,D,20081013,203.65,203.65,203.65,203.65,0,0
2644.N,D,20081014,209.77,209.77,209.77,209.77,0,0
2644.N,D,20081015,200.6,200.6,200.6,200.6,0,0
2644.N,D,20081016,195.17,195.17,195.17,195.17,0,0
2644.N,D,20081017,187.71,187.71,187.71,187.71,0,0
2644.N,D,20081020,188.75,188.75,188.75,188.75,0,0
2644.N,D,20081021,191.57,191.57,191.57,191.57,0,0
2644.N,D,20081022,182.12,182.12,182.12,182.12,0,0
2644.N,D,20081023,176.06,176.06,176.06,176.06,0,0
2644.N,D,20081024,169.86,169.86,169.86,169.86,0,0
2644.N,D,20081027,169.24,169.24,169.24,169.24,0,0
2644.N,D,20081028,173.1,173.1,173.1,173.1,0,0
2644.N,D,20081029,182.51,182.51,182.51,182.51,0,0
2644.N,D,20081030,186.23,186.23,186.23,186.23,0,0
2644.N,D,20081031,188.89,188.89,188.89,188.89,0,0
2644.N,D,20081103,189.15,189.15,189.15,189.15,0,0
2644.N,D,20081104,194.95,194.95,194.95,194.95,0,0
2644.N,D,20081105,192.06,192.06,192.06,192.06,0,0
2644.N,D,20081106,185.39,185.39,185.39,185.39,0,0
2644.N,D,20081107,188.61,188.61,188.61,188.61,0,0
2644.N,D,20081110,190.89,190.89,190.89,190.89,0,0
2644.N,D,20081112,187,187,187,187,0,0
2644.N,D,20081113,179,179,179,179,0,0
2644.N,D,20081114,181.9,181.9,181.9,181.9,0,0
2644.N,D,20081117,178.71,178.71,178.71,178.71,0,0
2644.N,D,20081118,174.39,174.39,174.39,174.39,0,0
2644.N,D,20081119,175.5,175.5,175.5,175.5,0,0
2644.N,D,20081120,168.84,168.84,168.84,168.84,0,0
2644.N,D,20081121,170.76,170.76,170.76,170.76,0,0
2644.N,D,20081124,180.88,180.88,180.88,180.88,0,0
2644.N,D,20081125,182.95,182.95,182.95,182.95,0,0
2644.N,D,20081126,183.06,183.06,183.06,183.06,0,0
2644.N,D,20081127,185.2,185.2,185.2,185.2,0,0
2644.N,D,20081128,183.18,183.18,183.18,183.18,0,0
2644.N,D,20081201,180.21,180.21,180.21,180.21,0,0
2644.N,D,20081202,182.97,182.97,182.97,182.97,0,0
2644.N,D,20081203,181.03,181.03,181.03,181.03,0,0
2644.N,D,20081204,184.72,184.72,184.72,184.72,0,0
2644.N,D,20081205,182.82,182.82,182.82,182.82,0,0
2644.N,D,20081208,188.12,188.12,188.12,188.12,0,0
2644.N,D,20081209,189.8,189.8,189.8,189.8,0,0
2644.N,D,20081210,188.79,188.79,188.79,188.79,0,0
2644.N,D,20081211,186.58,186.58,186.58,186.58,0,0
2644.N,D,20081212,182.22,182.22,182.22,182.22,0,0
2644.N,D,20081215,184.53,184.53,184.53,184.53,0,0
2644.N,D,20081216,187.67,187.67,187.67,187.67,0,0
2644.N,D,20081217,183,183,183,183,0,0
2644.N,D,20081218,182.85,182.85,182.85,182.85,0,0
2644.N,D,20081219,181.43,181.43,181.43,181.43,0,0
2644.N,D,20081222,178.66,178.66,178.66,178.66,0,0
2644.N,D,20081223,177.93,177.93,177.93,177.93,0,0
2644.N,D,20081229,179.45,179.45,179.45,179.45,0,0
2644.N,D,20081230,180.46,180.46,180.46,180.46,0,0
2644.N,D,20081231,179.68,179.68,179.68,179.68,0,0
2644.N,D,20090105,184.74,184.74,184.74,184.74,0,0
2644.N,D,20090106,188.92,188.92,188.92,188.92,0,0
2644.N,D,20090107,186.45,186.45,186.45,186.45,0,0
2644.N,D,20090108,184.35,184.35,184.35,184.35,0,0
2644.N,D,20090109,182.25,182.25,182.25,182.25,0,0
2644.N,D,20090112,180.26,180.26,180.26,180.26,0,0
2644.N,D,20090113,177.93,177.93,177.93,177.93,0,0
2644.N,D,20090114,173.74,173.74,173.74,173.74,0,0
2644.N,D,20090115,171.69,171.69,171.69,171.69,0,0
2644.N,D,20090116,173.37,173.37,173.37,173.37,0,0
2644.N,D,20090119,169.9,169.9,169.9,169.9,0,0
2644.N,D,20090120,168.96,168.96,168.96,168.96,0,0
2644.N,D,20090121,170.58,170.58,170.58,170.58,0,0
2644.N,D,20090122,166.25,166.25,166.25,166.25,0,0
2644.N,D,20090123,165.37,165.37,165.37,165.37,0,0
2644.N,D,20090126,169.9,169.9,169.9,169.9,0,0
2644.N,D,20090127,166.19,166.19,166.19,166.19,0,0
2644.N,D,20090128,168.36,168.36,168.36,168.36,0,0
2644.N,D,20090129,167.65,167.65,167.65,167.65,0,0
2644.N,D,20090130,166.74,166.74,166.74,166.74,0,0
2644.N,D,20090202,161.74,161.74,161.74,161.74,0,0
2644.N,D,20090203,157.25,157.25,157.25,157.25,0,0
2644.N,D,20090204,159.28,159.28,159.28,159.28,0,0
2644.N,D,20090205,159.21,159.21,159.21,159.21,0,0
2644.N,D,20090206,163.54,163.54,163.54,163.54,0,0
2644.N,D,20090209,166.51,166.51,166.51,166.51,0,0
2644.N,D,20090210,165.72,165.72,165.72,165.72,0,0
2644.N,D,20090211,162.99,162.99,162.99,162.99,0,0
2644.N,D,20090212,159.29,159.29,159.29,159.29,0,0
2644.N,D,20090213,159.44,159.44,159.44,159.44,0,0
2644.N,D,20090216,155.56,155.56,155.56,155.56,0,0
2644.N,D,20090217,146.87,146.87,146.87,146.87,0,0
2644.N,D,20090218,146.61,146.61,146.61,146.61,0,0
2644.N,D,20090219,151.67,151.67,151.67,151.67,0,0
2644.N,D,20090220,149,149,149,149,0,0
2644.N,D,20090223,148.92,148.92,148.92,148.92,0,0
2644.N,D,20090224,148.09,148.09,148.09,148.09,0,0
2644.N,D,20090225,146.7,146.7,146.7,146.7,0,0
2644.N,D,20090226,150.61,150.61,150.61,150.61,0,0
2644.N,D,20090227,149.03,149.03,149.03,149.03,0,0
2644.N,D,20090302,149.03,149.03,149.03,149.03,0,0
2644.N,D,20090303,148.9,148.9,148.9,148.9,0,0
2644.N,D,20090304,153.34,153.34,153.34,153.34,0,0
2644.N,D,20090305,152.04,152.04,152.04,152.04,0,0
2644.N,D,20090306,154.82,154.82,154.82,154.82,0,0
2644.N,D,20090309,153.86,153.86,153.86,153.86,0,0
2644.N,D,20090310,156.38,156.38,156.38,156.38,0,0
2644.N,D,20090312,156.03,156.03,156.03,156.03,0,0
2644.N,D,20090313,156.13,156.13,156.13,156.13,0,0
2644.N,D,20090316,157.54,157.54,157.54,157.54,0,0
2644.N,D,20090317,155.97,155.97,155.97,155.97,0,0
2644.N,D,20090318,154.1,154.1,154.1,154.1,0,0
2644.N,D,20090319,156.33,156.33,156.33,156.33,0,0
2644.N,D,20090320,157.82,157.82,157.82,157.82,0,0
2644.N,D,20090323,161.74,161.74,161.74,161.74,0,0
2644.N,D,20090324,161.77,161.77,161.77,161.77,0,0
2644.N,D,20090325,167.44,167.44,167.44,167.44,0,0
2644.N,D,20090326,166.66,166.66,166.66,166.66,0,0
2644.N,D,20090327,163.04,163.04,163.04,163.04,0,0
2644.N,D,20090330,158.22,158.22,158.22,158.22,0,0
2644.N,D,20090331,158.13,158.13,158.13,158.13,0,0
2644.N,D,20090401,158.87,158.87,158.87,158.87,0,0
2644.N,D,20090402,167.01,167.01,167.01,167.01,0,0
2644.N,D,20090403,169.97,169.97,169.97,169.97,0,0
2644.N,D,20090406,171.47,171.47,171.47,171.47,0,0
2644.N,D,20090407,170.78,170.78,170.78,170.78,0,0
2644.N,D,20090408,177.82,177.82,177.82,177.82,0,0
2644.N,D,20090409,182.07,182.07,182.07,182.07,0,0
2644.N,D,20090414,181.91,181.91,181.91,181.91,0,0
2644.N,D,20090415,181.81,181.81,181.81,181.81,0,0
2644.N,D,20090416,181.78,181.78,181.78,181.78,0,0
2644.N,D,20090417,177.93,177.93,177.93,177.93,0,0
2644.N,D,20090420,174.23,174.23,174.23,174.23,0,0
2644.N,D,20090421,174.14,174.14,174.14,174.14,0,0
2644.N,D,20090422,177.6,177.6,177.6,177.6,0,0
2644.N,D,20090423,178.94,178.94,178.94,178.94,0,0
2644.N,D,20090424,182.88,182.88,182.88,182.88,0,0
2644.N,D,20090427,181.02,181.02,181.02,181.02,0,0
2644.N,D,20090428,177.39,177.39,177.39,177.39,0,0
2644.N,D,20090429,182.9,182.9,182.9,182.9,0,0
2644.N,D,20090430,186.86,186.86,186.86,186.86,0,0
2644.N,D,20090504,193.2,193.2,193.2,193.2,0,0
2644.N,D,20090505,192.4,192.4,192.4,192.4,0,0
2644.N,D,20090506,193.8,193.8,193.8,193.8,0,0
2644.N,D,20090507,193,193,193,193,0,0
2644.N,D,20090508,192.57,192.57,192.57,192.57,0,0
2644.N,D,20090511,190.52,190.52,190.52,190.52,0,0
2644.N,D,20090512,195.08,195.08,195.08,195.08,0,0
2644.N,D,20090513,191,191,191,191,0,0
2644.N,D,20090514,189.67,189.67,189.67,189.67,0,0
2644.N,D,20090515,191.33,191.33,191.33,191.33,0,0
2644.N,D,20090518,194.44,194.44,194.44,194.44,0,0
2644.N,D,20090519,197.26,197.26,197.26,197.26,0,0
2644.N,D,20090520,198.49,198.49,198.49,198.49,0,0
2644.N,D,20090521,194.62,194.62,194.62,194.62,0,0
2644.N,D,20090522,192.96,192.96,192.96,192.96,0,0
2644.N,D,20090525,191.97,191.97,191.97,191.97,0,0
2644.N,D,20090526,191.71,191.71,191.71,191.71,0,0
2644.N,D,20090527,194.99,194.99,194.99,194.99,0,0
2644.N,D,20090528,193.26,193.26,193.26,193.26,0,0
2644.N,D,20090529,192.39,192.39,192.39,192.39,0,0
2644.N,D,20090601,200.95,200.95,200.95,200.95,0,0
2644.N,D,20090602,203.99,203.99,203.99,203.99,0,0
2644.N,D,20090603,202.15,202.15,202.15,202.15,0,0
2644.N,D,20090604,204.22,204.22,204.22,204.22,0,0
2644.N,D,20090605,204.08,204.08,204.08,204.08,0,0
2644.N,D,20090608,200.78,200.78,200.78,200.78,0,0
2644.N,D,20090609,203.91,203.91,203.91,203.91,0,0
2644.N,D,20090610,207.52,207.52,207.52,207.52,0,0
2644.N,D,20090612,209.74,209.74,209.74,209.74,0,0
2644.N,D,20090615,207.08,207.08,207.08,207.08,0,0
2644.N,D,20090616,206.54,206.54,206.54,206.54,0,0
2644.N,D,20090617,202.64,202.64,202.64,202.64,0,0
2644.N,D,20090618,202.4,202.4,202.4,202.4,0,0
2644.N,D,20090619,205.37,205.37,205.37,205.37,0,0
2644.N,D,20090622,195.75,195.75,195.75,195.75,0,0
2644.N,D,20090623,195.51,195.51,195.51,195.51,0,0
2644.N,D,20090624,197.61,197.61,197.61,197.61,0,0
2644.N,D,20090625,197.55,197.55,197.55,197.55,0,0
2644.N,D,20090626,198.67,198.67,198.67,198.67,0,0
2644.N,D,20090629,200.31,200.31,200.31,200.31,0,0
2644.N,D,20090630,199.83,199.83,199.83,199.83,0,0
2644.N,D,20090701,200.72,200.72,200.72,200.72,0,0
2644.N,D,20090702,197.8,197.8,197.8,197.8,0,0
2644.N,D,20090703,196.7,196.7,196.7,196.7,0,0
2644.N,D,20090706,194.69,194.69,194.69,194.69,0,0
2644.N,D,20090707,194.39,194.39,194.39,194.39,0,0
2644.N,D,20090708,193.54,193.54,193.54,193.54,0,0
2644.N,D,20090709,194.61,194.61,194.61,194.61,0,0
2644.N,D,20090710,192.92,192.92,192.92,192.92,0,0
2644.N,D,20090713,194.39,194.39,194.39,194.39,0,0
2644.N,D,20090714,201.73,201.73,201.73,201.73,0,0
2644.N,D,20090715,205.09,205.09,205.09,205.09,0,0
2644.N,D,20090716,205.38,205.38,205.38,205.38,0,0
2644.N,D,20090717,204.48,204.48,204.48,204.48,0,0
2644.N,D,20090720,212.07,212.07,212.07,212.07,0,0
2644.N,D,20090721,214.53,214.53,214.53,214.53,0,0
2644.N,D,20090722,212.38,212.38,212.38,212.38,0,0
2644.N,D,20090723,215.9,215.9,215.9,215.9,0,0
2644.N,D,20090724,218.38,218.38,218.38,218.38,0,0
2644.N,D,20090727,219.1,219.1,219.1,219.1,0,0
2644.N,D,20090728,216.25,216.25,216.25,216.25,0,0
2644.N,D,20090729,217.18,217.18,217.18,217.18,0,0
2644.N,D,20090730,224.41,224.41,224.41,224.41,0,0
2644.N,D,20090731,224.86,224.86,224.86,224.86,0,0
2644.N,D,20090803,226.83,226.83,226.83,226.83,0,0
2644.N,D,20090804,224.55,224.55,224.55,224.55,0,0
2644.N,D,20090805,220.38,220.38,220.38,220.38,0,0
2644.N,D,20090806,221.51,221.51,221.51,221.51,0,0
2644.N,D,20090807,224.15,224.15,224.15,224.15,0,0
2644.N,D,20090810,226.65,226.65,226.65,226.65,0,0
2644.N,D,20090811,223.44,223.44,223.44,223.44,0,0
2644.N,D,20090812,223.05,223.05,223.05,223.05,0,0
2644.N,D,20090813,227.07,227.07,227.07,227.07,0,0
2644.N,D,20090814,225.26,225.26,225.26,225.26,0,0
2644.N,D,20090817,219.86,219.86,219.86,219.86,0,0
2644.N,D,20090818,221.75,221.75,221.75,221.75,0,0
2644.N,D,20090819,223.01,223.01,223.01,223.01,0,0
2644.N,D,20090820,228.56,228.56,228.56,228.56,0,0
2644.N,D,20090821,234.5,234.5,234.5,234.5,0,0
2644.N,D,20090824,239.82,239.82,239.82,239.82,0,0
2644.N,D,20090825,242.23,242.23,242.23,242.23,0,0
2644.N,D,20090826,236.86,236.86,236.86,236.86,0,0
2644.N,D,20090827,234.97,234.97,234.97,234.97,0,0
2644.N,D,20090828,237.45,237.45,237.45,237.45,0,0
2644.N,D,20090831,236.23,236.23,236.23,236.23,0,0
2644.N,D,20090901,232.93,232.93,232.93,232.93,0,0
2644.N,D,20090902,224.89,224.89,224.89,224.89,0,0
