Symbol,Dzien,Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,nie,nie
2840.N,D,20071113,424.26,424.26,424.26,424.26,0,0
2840.N,D,20071114,421.6,421.6,421.6,421.6,0,0
2840.N,D,20071115,410.54,410.54,410.54,410.54,0,0
2840.N,D,20071116,410.63,410.63,410.63,410.63,0,0
2840.N,D,20071119,409.26,409.26,409.26,409.26,0,0
2840.N,D,20071120,409.81,409.81,409.81,409.81,0,0
2840.N,D,20071121,402.33,402.33,402.33,402.33,0,0
2840.N,D,20071122,408.79,408.79,408.79,408.79,0,0
2840.N,D,20071123,412.99,412.99,412.99,412.99,0,0
2840.N,D,20071126,408.69,408.69,408.69,408.69,0,0
2840.N,D,20071127,402.76,402.76,402.76,402.76,0,0
2840.N,D,20071128,409.93,409.93,409.93,409.93,0,0
2840.N,D,20071129,412.85,412.85,412.85,412.85,0,0
2840.N,D,20071130,416.73,416.73,416.73,416.73,0,0
2840.N,D,20071203,416.23,416.23,416.23,416.23,0,0
2840.N,D,20071204,415.54,415.54,415.54,415.54,0,0
2840.N,D,20071205,426.49,426.49,426.49,426.49,0,0
2840.N,D,20071206,427.65,427.65,427.65,427.65,0,0
2840.N,D,20071207,430.06,430.06,430.06,430.06,0,0
2840.N,D,20071210,430.76,430.76,430.76,430.76,0,0
2840.N,D,20071211,427.13,427.13,427.13,427.13,0,0
2840.N,D,20071212,428.51,428.51,428.51,428.51,0,0
2840.N,D,20071213,422.9,422.9,422.9,422.9,0,0
2840.N,D,20071214,419.56,419.56,419.56,419.56,0,0
2840.N,D,20071217,412.23,412.23,412.23,412.23,0,0
2840.N,D,20071218,411.55,411.55,411.55,411.55,0,0
2840.N,D,20071219,411.98,411.98,411.98,411.98,0,0
2840.N,D,20071220,412.28,412.28,412.28,412.28,0,0
2840.N,D,20071221,415.92,415.92,415.92,415.92,0,0
2840.N,D,20071227,421.41,421.41,421.41,421.41,0,0
2840.N,D,20071228,413.42,413.42,413.42,413.42,0,0
2840.N,D,20080102,414.41,414.41,414.41,414.41,0,0
2840.N,D,20080103,414.06,414.06,414.06,414.06,0,0
2840.N,D,20080104,408.96,408.96,408.96,408.96,0,0
2840.N,D,20080107,400.59,400.59,400.59,400.59,0,0
2840.N,D,20080108,400.73,400.73,400.73,400.73,0,0
2840.N,D,20080109,390.68,390.68,390.68,390.68,0,0
2840.N,D,20080110,381.96,381.96,381.96,381.96,0,0
2840.N,D,20080111,376.22,376.22,376.22,376.22,0,0
2840.N,D,20080114,370.7,370.7,370.7,370.7,0,0
2840.N,D,20080115,358.58,358.58,358.58,358.58,0,0
2840.N,D,20080116,346.59,346.59,346.59,346.59,0,0
2840.N,D,20080117,350.16,350.16,350.16,350.16,0,0
2840.N,D,20080118,352.73,352.73,352.73,352.73,0,0
2840.N,D,20080121,335.42,335.42,335.42,335.42,0,0
2840.N,D,20080122,337.87,337.87,337.87,337.87,0,0
2840.N,D,20080123,337.47,337.47,337.47,337.47,0,0
2840.N,D,20080124,351.96,351.96,351.96,351.96,0,0
2840.N,D,20080125,354.28,354.28,354.28,354.28,0,0
2840.N,D,20080128,347.91,347.91,347.91,347.91,0,0
2840.N,D,20080129,356.15,356.15,356.15,356.15,0,0
2840.N,D,20080130,360.87,360.87,360.87,360.87,0,0
2840.N,D,20080131,357.63,357.63,357.63,357.63,0,0
2840.N,D,20080201,365.59,365.59,365.59,365.59,0,0
2840.N,D,20080204,368.38,368.38,368.38,368.38,0,0
2840.N,D,20080205,361.09,361.09,361.09,361.09,0,0
2840.N,D,20080206,361.1,361.1,361.1,361.1,0,0
2840.N,D,20080207,356.27,356.27,356.27,356.27,0,0
2840.N,D,20080208,358.16,358.16,358.16,358.16,0,0
2840.N,D,20080211,360.21,360.21,360.21,360.21,0,0
2840.N,D,20080212,369.06,369.06,369.06,369.06,0,0
2840.N,D,20080213,372.07,372.07,372.07,372.07,0,0
2840.N,D,20080214,372.81,372.81,372.81,372.81,0,0
2840.N,D,20080215,369.16,369.16,369.16,369.16,0,0
2840.N,D,20080218,373.79,373.79,373.79,373.79,0,0
2840.N,D,20080219,374.14,374.14,374.14,374.14,0,0
2840.N,D,20080220,371.21,371.21,371.21,371.21,0,0
2840.N,D,20080221,371.09,371.09,371.09,371.09,0,0
2840.N,D,20080222,368.34,368.34,368.34,368.34,0,0
2840.N,D,20080225,369.27,369.27,369.27,369.27,0,0
2840.N,D,20080226,367.66,367.66,367.66,367.66,0,0
2840.N,D,20080227,367.6,367.6,367.6,367.6,0,0
2840.N,D,20080228,364.45,364.45,364.45,364.45,0,0
2840.N,D,20080229,357.95,357.95,357.95,357.95,0,0
2840.N,D,20080303,350.42,350.42,350.42,350.42,0,0
2840.N,D,20080304,345.63,345.63,345.63,345.63,0,0
2840.N,D,20080305,351.28,351.28,351.28,351.28,0,0
2840.N,D,20080306,348.37,348.37,348.37,348.37,0,0
2840.N,D,20080307,345.61,345.61,345.61,345.61,0,0
2840.N,D,20080310,348.36,348.36,348.36,348.36,0,0
2840.N,D,20080311,354.79,354.79,354.79,354.79,0,0
2840.N,D,20080312,357.09,357.09,357.09,357.09,0,0
2840.N,D,20080313,350.08,350.08,350.08,350.08,0,0
2840.N,D,20080314,350.24,350.24,350.24,350.24,0,0
2840.N,D,20080317,341.38,341.38,341.38,341.38,0,0
2840.N,D,20080318,348.83,348.83,348.83,348.83,0,0
2840.N,D,20080319,350.22,350.22,350.22,350.22,0,0
2840.N,D,20080320,345.7,345.7,345.7,345.7,0,0
2840.N,D,20080325,354.1,354.1,354.1,354.1,0,0
2840.N,D,20080326,354.43,354.43,354.43,354.43,0,0
2840.N,D,20080327,360.09,360.09,360.09,360.09,0,0
2840.N,D,20080328,359.99,359.99,359.99,359.99,0,0
2840.N,D,20080331,360.21,360.21,360.21,360.21,0,0
2840.N,D,20080401,362.86,362.86,362.86,362.86,0,0
2840.N,D,20080402,363.66,363.66,363.66,363.66,0,0
2840.N,D,20080403,359.64,359.64,359.64,359.64,0,0
2840.N,D,20080404,362.5,362.5,362.5,362.5,0,0
2840.N,D,20080407,365.57,365.57,365.57,365.57,0,0
2840.N,D,20080408,362.72,362.72,362.72,362.72,0,0
2840.N,D,20080409,364.22,364.22,364.22,364.22,0,0
2840.N,D,20080410,363.47,363.47,363.47,363.47,0,0
2840.N,D,20080411,357.9,357.9,357.9,357.9,0,0
2840.N,D,20080414,357.15,357.15,357.15,357.15,0,0
2840.N,D,20080415,359.25,359.25,359.25,359.25,0,0
2840.N,D,20080416,360.37,360.37,360.37,360.37,0,0
2840.N,D,20080417,360.01,360.01,360.01,360.01,0,0
2840.N,D,20080418,363.41,363.41,363.41,363.41,0,0
2840.N,D,20080421,359.71,359.71,359.71,359.71,0,0
2840.N,D,20080422,353.36,353.36,353.36,353.36,0,0
2840.N,D,20080423,350.72,350.72,350.72,350.72,0,0
2840.N,D,20080424,354.24,354.24,354.24,354.24,0,0
2840.N,D,20080425,357,357,357,357,0,0
2840.N,D,20080428,360.09,360.09,360.09,360.09,0,0
2840.N,D,20080429,356.34,356.34,356.34,356.34,0,0
2840.N,D,20080430,360.07,360.07,360.07,360.07,0,0
2840.N,D,20080505,364.19,364.19,364.19,364.19,0,0
2840.N,D,20080506,364.73,364.73,364.73,364.73,0,0
2840.N,D,20080507,367.89,367.89,367.89,367.89,0,0
2840.N,D,20080508,365.11,365.11,365.11,365.11,0,0
2840.N,D,20080509,364.73,364.73,364.73,364.73,0,0
2840.N,D,20080512,365.94,365.94,365.94,365.94,0,0
2840.N,D,20080513,365.56,365.56,365.56,365.56,0,0
2840.N,D,20080514,368.27,368.27,368.27,368.27,0,0
2840.N,D,20080515,363.92,363.92,363.92,363.92,0,0
2840.N,D,20080516,366.42,366.42,366.42,366.42,0,0
2840.N,D,20080519,365.39,365.39,365.39,365.39,0,0
2840.N,D,20080520,361.88,361.88,361.88,361.88,0,0
2840.N,D,20080521,360.92,360.92,360.92,360.92,0,0
2840.N,D,20080523,358.27,358.27,358.27,358.27,0,0
2840.N,D,20080526,358.07,358.07,358.07,358.07,0,0
2840.N,D,20080527,356,356,356,356,0,0
2840.N,D,20080528,357.2,357.2,357.2,357.2,0,0
2840.N,D,20080529,357.64,357.64,357.64,357.64,0,0
2840.N,D,20080530,357.92,357.92,357.92,357.92,0,0
2840.N,D,20080602,356.33,356.33,356.33,356.33,0,0
2840.N,D,20080603,357.42,357.42,357.42,357.42,0,0
2840.N,D,20080604,352.43,352.43,352.43,352.43,0,0
2840.N,D,20080605,353.68,353.68,353.68,353.68,0,0
2840.N,D,20080606,351.8,351.8,351.8,351.8,0,0
2840.N,D,20080609,346.72,346.72,346.72,346.72,0,0
2840.N,D,20080610,339.61,339.61,339.61,339.61,0,0
2840.N,D,20080611,335.34,335.34,335.34,335.34,0,0
2840.N,D,20080612,340.01,340.01,340.01,340.01,0,0
2840.N,D,20080613,342.33,342.33,342.33,342.33,0,0
2840.N,D,20080616,342.02,342.02,342.02,342.02,0,0
2840.N,D,20080617,344.37,344.37,344.37,344.37,0,0
2840.N,D,20080618,340.1,340.1,340.1,340.1,0,0
2840.N,D,20080619,341.74,341.74,341.74,341.74,0,0
2840.N,D,20080620,337.49,337.49,337.49,337.49,0,0
2840.N,D,20080623,333.43,333.43,333.43,333.43,0,0
2840.N,D,20080624,330.26,330.26,330.26,330.26,0,0
2840.N,D,20080625,330.79,330.79,330.79,330.79,0,0
2840.N,D,20080626,330.45,330.45,330.45,330.45,0,0
2840.N,D,20080627,326.34,326.34,326.34,326.34,0,0
2840.N,D,20080630,325.18,325.18,325.18,325.18,0,0
2840.N,D,20080701,322.37,322.37,322.37,322.37,0,0
2840.N,D,20080702,322.04,322.04,322.04,322.04,0,0
2840.N,D,20080703,321.52,321.52,321.52,321.52,0,0
2840.N,D,20080704,316.1,316.1,316.1,316.1,0,0
2840.N,D,20080707,315.84,315.84,315.84,315.84,0,0
2840.N,D,20080708,314.29,314.29,314.29,314.29,0,0
2840.N,D,20080709,318.49,318.49,318.49,318.49,0,0
2840.N,D,20080710,316.13,316.13,316.13,316.13,0,0
2840.N,D,20080711,311.2,311.2,311.2,311.2,0,0
2840.N,D,20080714,310.82,310.82,310.82,310.82,0,0
2840.N,D,20080715,301.55,301.55,301.55,301.55,0,0
2840.N,D,20080716,301.39,301.39,301.39,301.39,0,0
2840.N,D,20080717,309.42,309.42,309.42,309.42,0,0
2840.N,D,20080718,310.65,310.65,310.65,310.65,0,0
2840.N,D,20080721,316.1,316.1,316.1,316.1,0,0
2840.N,D,20080722,316.21,316.21,316.21,316.21,0,0
2840.N,D,20080723,322.36,322.36,322.36,322.36,0,0
2840.N,D,20080724,318.46,318.46,318.46,318.46,0,0
2840.N,D,20080725,317.49,317.49,317.49,317.49,0,0
2840.N,D,20080728,318.93,318.93,318.93,318.93,0,0
2840.N,D,20080729,319.62,319.62,319.62,319.62,0,0
2840.N,D,20080730,329.98,329.98,329.98,329.98,0,0
2840.N,D,20080731,331.25,331.25,331.25,331.25,0,0
2840.N,D,20080801,328.84,328.84,328.84,328.84,0,0
2840.N,D,20080804,326.42,326.42,326.42,326.42,0,0
2840.N,D,20080805,329.19,329.19,329.19,329.19,0,0
2840.N,D,20080806,327.21,327.21,327.21,327.21,0,0
2840.N,D,20080807,323.54,323.54,323.54,323.54,0,0
2840.N,D,20080808,320.39,320.39,320.39,320.39,0,0
2840.N,D,20080811,322.46,322.46,322.46,322.46,0,0
2840.N,D,20080812,325.8,325.8,325.8,325.8,0,0
2840.N,D,20080813,323.37,323.37,323.37,323.37,0,0
2840.N,D,20080814,322.25,322.25,322.25,322.25,0,0
2840.N,D,20080818,321.5,321.5,321.5,321.5,0,0
2840.N,D,20080819,313.66,313.66,313.66,313.66,0,0
2840.N,D,20080820,314.83,314.83,314.83,314.83,0,0
2840.N,D,20080821,313.93,313.93,313.93,313.93,0,0
2840.N,D,20080822,317.45,317.45,317.45,317.45,0,0
2840.N,D,20080825,316.85,316.85,316.85,316.85,0,0
2840.N,D,20080826,312.99,312.99,312.99,312.99,0,0
2840.N,D,20080827,311.56,311.56,311.56,311.56,0,0
2840.N,D,20080828,315.83,315.83,315.83,315.83,0,0
2840.N,D,20080829,318.5,318.5,318.5,318.5,0,0
2840.N,D,20080901,317.87,317.87,317.87,317.87,0,0
2840.N,D,20080902,322.25,322.25,322.25,322.25,0,0
2840.N,D,20080903,321.23,321.23,321.23,321.23,0,0
2840.N,D,20080904,320.8,320.8,320.8,320.8,0,0
2840.N,D,20080905,313.38,313.38,313.38,313.38,0,0
2840.N,D,20080908,321.23,321.23,321.23,321.23,0,0
2840.N,D,20080909,316.53,316.53,316.53,316.53,0,0
2840.N,D,20080910,311.38,311.38,311.38,311.38,0,0
2840.N,D,20080911,307.03,307.03,307.03,307.03,0,0
2840.N,D,20080912,308.35,308.35,308.35,308.35,0,0
2840.N,D,20080915,298.49,298.49,298.49,298.49,0,0
2840.N,D,20080916,292.52,292.52,292.52,292.52,0,0
2840.N,D,20080917,289.33,289.33,289.33,289.33,0,0
2840.N,D,20080918,290.1,290.1,290.1,290.1,0,0
2840.N,D,20080919,305.91,305.91,305.91,305.91,0,0
2840.N,D,20080922,304.11,304.11,304.11,304.11,0,0
2840.N,D,20080923,297.45,297.45,297.45,297.45,0,0
2840.N,D,20080924,297.7,297.7,297.7,297.7,0,0
2840.N,D,20080925,303.01,303.01,303.01,303.01,0,0
2840.N,D,20080926,303.1,303.1,303.1,303.1,0,0
2840.N,D,20080929,292.48,292.48,292.48,292.48,0,0
2840.N,D,20080930,295.24,295.24,295.24,295.24,0,0
2840.N,D,20081001,296.59,296.59,296.59,296.59,0,0
2840.N,D,20081002,293.16,293.16,293.16,293.16,0,0
2840.N,D,20081003,290.98,290.98,290.98,290.98,0,0
2840.N,D,20081006,274.87,274.87,274.87,274.87,0,0
2840.N,D,20081007,270,270,270,270,0,0
2840.N,D,20081008,264.31,264.31,264.31,264.31,0,0
2840.N,D,20081009,261.99,261.99,261.99,261.99,0,0
2840.N,D,20081010,245.28,245.28,245.28,245.28,0,0
2840.N,D,20081013,252.35,252.35,252.35,252.35,0,0
2840.N,D,20081014,260.79,260.79,260.79,260.79,0,0
2840.N,D,20081015,249.36,249.36,249.36,249.36,0,0
2840.N,D,20081016,240.99,240.99,240.99,240.99,0,0
2840.N,D,20081017,230.25,230.25,230.25,230.25,0,0
2840.N,D,20081020,230.01,230.01,230.01,230.01,0,0
2840.N,D,20081021,232.41,232.41,232.41,232.41,0,0
2840.N,D,20081022,221.39,221.39,221.39,221.39,0,0
2840.N,D,20081023,213.14,213.14,213.14,213.14,0,0
2840.N,D,20081024,206.25,206.25,206.25,206.25,0,0
2840.N,D,20081027,203.25,203.25,203.25,203.25,0,0
2840.N,D,20081028,207.35,207.35,207.35,207.35,0,0
2840.N,D,20081029,221.05,221.05,221.05,221.05,0,0
2840.N,D,20081030,224.1,224.1,224.1,224.1,0,0
2840.N,D,20081031,226.82,226.82,226.82,226.82,0,0
2840.N,D,20081103,227.51,227.51,227.51,227.51,0,0
2840.N,D,20081104,235.98,235.98,235.98,235.98,0,0
2840.N,D,20081105,232.33,232.33,232.33,232.33,0,0
2840.N,D,20081106,225.35,225.35,225.35,225.35,0,0
2840.N,D,20081107,229.22,229.22,229.22,229.22,0,0
2840.N,D,20081110,231.27,231.27,231.27,231.27,0,0
2840.N,D,20081112,223.23,223.23,223.23,223.23,0,0
2840.N,D,20081113,215.89,215.89,215.89,215.89,0,0
2840.N,D,20081114,220.02,220.02,220.02,220.02,0,0
2840.N,D,20081117,217.92,217.92,217.92,217.92,0,0
2840.N,D,20081118,213.62,213.62,213.62,213.62,0,0
2840.N,D,20081119,216.01,216.01,216.01,216.01,0,0
2840.N,D,20081120,208.69,208.69,208.69,208.69,0,0
2840.N,D,20081121,211.63,211.63,211.63,211.63,0,0
2840.N,D,20081124,222.74,222.74,222.74,222.74,0,0
2840.N,D,20081125,225.18,225.18,225.18,225.18,0,0
2840.N,D,20081126,224.2,224.2,224.2,224.2,0,0
2840.N,D,20081127,226.68,226.68,226.68,226.68,0,0
2840.N,D,20081128,225.44,225.44,225.44,225.44,0,0
2840.N,D,20081201,221.58,221.58,221.58,221.58,0,0
2840.N,D,20081202,224.08,224.08,224.08,224.08,0,0
2840.N,D,20081203,221.88,221.88,221.88,221.88,0,0
2840.N,D,20081204,226.7,226.7,226.7,226.7,0,0
2840.N,D,20081205,223.26,223.26,223.26,223.26,0,0
2840.N,D,20081208,230.37,230.37,230.37,230.37,0,0
2840.N,D,20081209,234.41,234.41,234.41,234.41,0,0
2840.N,D,20081210,234.87,234.87,234.87,234.87,0,0
2840.N,D,20081211,234.42,234.42,234.42,234.42,0,0
2840.N,D,20081212,228.47,228.47,228.47,228.47,0,0
2840.N,D,20081215,230.55,230.55,230.55,230.55,0,0
2840.N,D,20081216,235.15,235.15,235.15,235.15,0,0
2840.N,D,20081217,231.71,231.71,231.71,231.71,0,0
2840.N,D,20081218,232.3,232.3,232.3,232.3,0,0
2840.N,D,20081219,231.19,231.19,231.19,231.19,0,0
2840.N,D,20081222,229.31,229.31,229.31,229.31,0,0
2840.N,D,20081223,229.21,229.21,229.21,229.21,0,0
2840.N,D,20081229,231.99,231.99,231.99,231.99,0,0
2840.N,D,20081230,232.39,232.39,232.39,232.39,0,0
2840.N,D,20081231,230.96,230.96,230.96,230.96,0,0
2840.N,D,20090105,238.61,238.61,238.61,238.61,0,0
2840.N,D,20090106,242.23,242.23,242.23,242.23,0,0
2840.N,D,20090107,239.5,239.5,239.5,239.5,0,0
2840.N,D,20090108,237.06,237.06,237.06,237.06,0,0
2840.N,D,20090109,233.08,233.08,233.08,233.08,0,0
2840.N,D,20090112,230.96,230.96,230.96,230.96,0,0
2840.N,D,20090113,229.15,229.15,229.15,229.15,0,0
2840.N,D,20090114,223.83,223.83,223.83,223.83,0,0
2840.N,D,20090115,221.33,221.33,221.33,221.33,0,0
2840.N,D,20090116,222.39,222.39,222.39,222.39,0,0
2840.N,D,20090119,217.66,217.66,217.66,217.66,0,0
2840.N,D,20090120,215.98,215.98,215.98,215.98,0,0
2840.N,D,20090121,217.08,217.08,217.08,217.08,0,0
2840.N,D,20090122,212.26,212.26,212.26,212.26,0,0
2840.N,D,20090123,211.58,211.58,211.58,211.58,0,0
2840.N,D,20090126,215.6,215.6,215.6,215.6,0,0
2840.N,D,20090127,212.3,212.3,212.3,212.3,0,0
2840.N,D,20090128,213.88,213.88,213.88,213.88,0,0
2840.N,D,20090129,212.57,212.57,212.57,212.57,0,0
2840.N,D,20090130,210.78,210.78,210.78,210.78,0,0
2840.N,D,20090202,206.29,206.29,206.29,206.29,0,0
2840.N,D,20090203,201.8,201.8,201.8,201.8,0,0
2840.N,D,20090204,202.96,202.96,202.96,202.96,0,0
2840.N,D,20090205,203.55,203.55,203.55,203.55,0,0
2840.N,D,20090206,206.43,206.43,206.43,206.43,0,0
2840.N,D,20090209,210.99,210.99,210.99,210.99,0,0
2840.N,D,20090210,209.92,209.92,209.92,209.92,0,0
2840.N,D,20090211,207.57,207.57,207.57,207.57,0,0
2840.N,D,20090212,204.66,204.66,204.66,204.66,0,0
2840.N,D,20090213,204.72,204.72,204.72,204.72,0,0
2840.N,D,20090216,200.28,200.28,200.28,200.28,0,0
2840.N,D,20090217,189.35,189.35,189.35,189.35,0,0
2840.N,D,20090218,190.13,190.13,190.13,190.13,0,0
2840.N,D,20090219,194.2,194.2,194.2,194.2,0,0
2840.N,D,20090220,192.22,192.22,192.22,192.22,0,0
2840.N,D,20090223,190.71,190.71,190.71,190.71,0,0
2840.N,D,20090224,187.49,187.49,187.49,187.49,0,0
2840.N,D,20090225,188.31,188.31,188.31,188.31,0,0
2840.N,D,20090226,190,190,190,190,0,0
2840.N,D,20090227,188.09,188.09,188.09,188.09,0,0
2840.N,D,20090302,187.91,187.91,187.91,187.91,0,0
2840.N,D,20090303,188.15,188.15,188.15,188.15,0,0
2840.N,D,20090304,192.94,192.94,192.94,192.94,0,0
2840.N,D,20090305,192.11,192.11,192.11,192.11,0,0
2840.N,D,20090306,195.02,195.02,195.02,195.02,0,0
2840.N,D,20090309,193.42,193.42,193.42,193.42,0,0
2840.N,D,20090310,196.39,196.39,196.39,196.39,0,0
2840.N,D,20090312,197.77,197.77,197.77,197.77,0,0
2840.N,D,20090313,197,197,197,197,0,0
2840.N,D,20090316,200.12,200.12,200.12,200.12,0,0
2840.N,D,20090317,197.62,197.62,197.62,197.62,0,0
2840.N,D,20090318,197.77,197.77,197.77,197.77,0,0
2840.N,D,20090319,200.27,200.27,200.27,200.27,0,0
2840.N,D,20090320,203.14,203.14,203.14,203.14,0,0
2840.N,D,20090323,207.26,207.26,207.26,207.26,0,0
2840.N,D,20090324,207.11,207.11,207.11,207.11,0,0
2840.N,D,20090325,214.46,214.46,214.46,214.46,0,0
2840.N,D,20090326,215.55,215.55,215.55,215.55,0,0
2840.N,D,20090327,211.5,211.5,211.5,211.5,0,0
2840.N,D,20090330,206.95,206.95,206.95,206.95,0,0
2840.N,D,20090331,208.34,208.34,208.34,208.34,0,0
2840.N,D,20090401,209.56,209.56,209.56,209.56,0,0
2840.N,D,20090402,218.71,218.71,218.71,218.71,0,0
2840.N,D,20090403,221.32,221.32,221.32,221.32,0,0
2840.N,D,20090406,222.68,222.68,222.68,222.68,0,0
2840.N,D,20090407,219.48,219.48,219.48,219.48,0,0
2840.N,D,20090408,226.81,226.81,226.81,226.81,0,0
2840.N,D,20090409,232.2,232.2,232.2,232.2,0,0
2840.N,D,20090414,232,232,232,232,0,0
2840.N,D,20090415,232,232,232,232,0,0
2840.N,D,20090416,232.57,232.57,232.57,232.57,0,0
2840.N,D,20090417,228.82,228.82,228.82,228.82,0,0
2840.N,D,20090420,224.61,224.61,224.61,224.61,0,0
2840.N,D,20090421,224.73,224.73,224.73,224.73,0,0
2840.N,D,20090422,227.76,227.76,227.76,227.76,0,0
2840.N,D,20090423,229.92,229.92,229.92,229.92,0,0
2840.N,D,20090424,234.54,234.54,234.54,234.54,0,0
2840.N,D,20090427,233.91,233.91,233.91,233.91,0,0
2840.N,D,20090428,229.63,229.63,229.63,229.63,0,0
2840.N,D,20090429,235.36,235.36,235.36,235.36,0,0
2840.N,D,20090430,239.41,239.41,239.41,239.41,0,0
2840.N,D,20090504,245.94,245.94,245.94,245.94,0,0
2840.N,D,20090505,245.52,245.52,245.52,245.52,0,0
2840.N,D,20090506,245.61,245.61,245.61,245.61,0,0
2840.N,D,20090507,245.67,245.67,245.67,245.67,0,0
2840.N,D,20090508,246.16,246.16,246.16,246.16,0,0
2840.N,D,20090511,244.07,244.07,244.07,244.07,0,0
2840.N,D,20090512,246.68,246.68,246.68,246.68,0,0
2840.N,D,20090513,242.18,242.18,242.18,242.18,0,0
2840.N,D,20090514,240.74,240.74,240.74,240.74,0,0
2840.N,D,20090515,242.67,242.67,242.67,242.67,0,0
2840.N,D,20090518,246.21,246.21,246.21,246.21,0,0
2840.N,D,20090519,249.98,249.98,249.98,249.98,0,0
2840.N,D,20090520,251.35,251.35,251.35,251.35,0,0
2840.N,D,20090521,248.99,248.99,248.99,248.99,0,0
2840.N,D,20090522,246.53,246.53,246.53,246.53,0,0
2840.N,D,20090525,246.16,246.16,246.16,246.16,0,0
2840.N,D,20090526,245.6,245.6,245.6,245.6,0,0
2840.N,D,20090527,250.6,250.6,250.6,250.6,0,0
2840.N,D,20090528,249.66,249.66,249.66,249.66,0,0
2840.N,D,20090529,248.27,248.27,248.27,248.27,0,0
2840.N,D,20090601,255.98,255.98,255.98,255.98,0,0
2840.N,D,20090602,260.77,260.77,260.77,260.77,0,0
2840.N,D,20090603,257.24,257.24,257.24,257.24,0,0
2840.N,D,20090604,259.35,259.35,259.35,259.35,0,0
2840.N,D,20090605,260.19,260.19,260.19,260.19,0,0
2840.N,D,20090608,256.04,256.04,256.04,256.04,0,0
2840.N,D,20090609,259.28,259.28,259.28,259.28,0,0
2840.N,D,20090610,261.89,261.89,261.89,261.89,0,0
2840.N,D,20090612,263.56,263.56,263.56,263.56,0,0
2840.N,D,20090615,260.9,260.9,260.9,260.9,0,0
2840.N,D,20090616,259.4,259.4,259.4,259.4,0,0
2840.N,D,20090617,254.23,254.23,254.23,254.23,0,0
2840.N,D,20090618,254.85,254.85,254.85,254.85,0,0
2840.N,D,20090619,257.7,257.7,257.7,257.7,0,0
2840.N,D,20090622,248.24,248.24,248.24,248.24,0,0
2840.N,D,20090623,247.85,247.85,247.85,247.85,0,0
2840.N,D,20090624,250.4,250.4,250.4,250.4,0,0
2840.N,D,20090625,248.83,248.83,248.83,248.83,0,0
2840.N,D,20090626,250.17,250.17,250.17,250.17,0,0
2840.N,D,20090629,251.66,251.66,251.66,251.66,0,0
2840.N,D,20090630,250.56,250.56,250.56,250.56,0,0
2840.N,D,20090701,251.46,251.46,251.46,251.46,0,0
2840.N,D,20090702,248.8,248.8,248.8,248.8,0,0
2840.N,D,20090703,246.8,246.8,246.8,246.8,0,0
2840.N,D,20090706,245.19,245.19,245.19,245.19,0,0
2840.N,D,20090707,245.1,245.1,245.1,245.1,0,0
2840.N,D,20090708,244.9,244.9,244.9,244.9,0,0
2840.N,D,20090709,246.01,246.01,246.01,246.01,0,0
2840.N,D,20090710,244.21,244.21,244.21,244.21,0,0
2840.N,D,20090713,246.19,246.19,246.19,246.19,0,0
2840.N,D,20090714,252.85,252.85,252.85,252.85,0,0
2840.N,D,20090715,256.59,256.59,256.59,256.59,0,0
2840.N,D,20090716,256.83,256.83,256.83,256.83,0,0
2840.N,D,20090717,256.51,256.51,256.51,256.51,0,0
2840.N,D,20090720,262.27,262.27,262.27,262.27,0,0
2840.N,D,20090721,265.54,265.54,265.54,265.54,0,0
2840.N,D,20090722,263.22,263.22,263.22,263.22,0,0
2840.N,D,20090723,267.6,267.6,267.6,267.6,0,0
2840.N,D,20090724,270.59,270.59,270.59,270.59,0,0
2840.N,D,20090727,271.13,271.13,271.13,271.13,0,0
2840.N,D,20090728,267.37,267.37,267.37,267.37,0,0
2840.N,D,20090729,268.02,268.02,268.02,268.02,0,0
2840.N,D,20090730,276.25,276.25,276.25,276.25,0,0
2840.N,D,20090731,276.73,276.73,276.73,276.73,0,0
2840.N,D,20090803,280.73,280.73,280.73,280.73,0,0
2840.N,D,20090804,278.57,278.57,278.57,278.57,0,0
2840.N,D,20090805,274.85,274.85,274.85,274.85,0,0
2840.N,D,20090806,277.37,277.37,277.37,277.37,0,0
2840.N,D,20090807,279.12,279.12,279.12,279.12,0,0
2840.N,D,20090810,281.93,281.93,281.93,281.93,0,0
2840.N,D,20090811,277.82,277.82,277.82,277.82,0,0
2840.N,D,20090812,277.55,277.55,277.55,277.55,0,0
2840.N,D,20090813,282.83,282.83,282.83,282.83,0,0
2840.N,D,20090814,281.59,281.59,281.59,281.59,0,0
2840.N,D,20090817,275.86,275.86,275.86,275.86,0,0
2840.N,D,20090818,278.05,278.05,278.05,278.05,0,0
2840.N,D,20090819,279.06,279.06,279.06,279.06,0,0
2840.N,D,20090820,283.83,283.83,283.83,283.83,0,0
2840.N,D,20090821,290.12,290.12,290.12,290.12,0,0
2840.N,D,20090824,296.23,296.23,296.23,296.23,0,0
2840.N,D,20090825,298.62,298.62,298.62,298.62,0,0
2840.N,D,20090826,294.56,294.56,294.56,294.56,0,0
2840.N,D,20090827,292.95,292.95,292.95,292.95,0,0
2840.N,D,20090828,295.13,295.13,295.13,295.13,0,0
2840.N,D,20090831,293.23,293.23,293.23,293.23,0,0
2840.N,D,20090901,289.42,289.42,289.42,289.42,0,0
2840.N,D,20090902,280.11,280.11,280.11,280.11,0,0
2840.N,D,20090903,282.5,282.5,282.5,282.5,0,0
